customer_id,month,tenure,monthly_usage,support_tickets,churn_next_month
161,1,3,57.7600792605126,1,0
162,1,30,58.3977286447675,2,0
163,1,30,47.91210016595281,3,0
164,1,14,57.7579235218273,1,0
165,1,4,59.25699946685047,0,1
166,1,34,37.76325611218938,3,0
167,1,21,55.214909242476,1,0
168,1,34,64.12379555570061,0,1
169,1,26,58.91496052014504,2,0
170,1,1,52.29413411581663,1,0
171,1,35,44.75693654117342,3,0
172,1,20,53.0684645648873,2,0
173,1,2,48.55507187068148,0,0
174,1,17,64.03982700589268,2,0
175,1,30,45.16576695528085,0,0
176,1,17,50.20453256719963,0,0
177,1,24,55.76537678040542,4,1
178,1,18,38.587585106418025,2,0
179,1,7,50.33676074129772,3,0
180,1,7,54.37311785213669,5,1
181,1,17,49.09382099227366,2,0
182,1,3,42.46012100618289,1,0
183,1,4,61.02341463390532,2,1
184,1,2,56.50719672164357,4,0
185,1,16,51.17613770498996,4,0
186,1,30,50.72908781874898,2,0
187,1,1,49.72261796733922,1,0
188,1,24,45.61158515152504,6,0
189,1,8,57.214858656321326,3,0
190,1,34,47.47306126870572,4,0
191,1,20,49.9676019456029,1,0
192,1,18,44.14115541516617,1,0
193,1,25,54.57132445109123,2,1
194,1,3,49.35207408848221,0,1
195,1,9,36.70509006368209,3,0
196,1,8,48.91634622236245,2,1
197,1,13,51.61703136696826,2,0
198,1,3,61.3909984302977,1,1
199,1,19,41.74547086293843,2,0
0,2,13,55.61933305749622,3,1
1,2,31,58.45956745373925,1,0
2,2,30,64.13846293311161,1,0
3,2,27,54.34487266361407,2,0
4,2,24,49.83042134619361,1,0
5,2,34,53.11776706846447,2,0
6,2,4,55.74911718090853,1,1
7,2,17,46.602346214703175,1,0
8,2,18,54.53681813430454,0,0
9,2,6,47.393556901496346,2,0
10,2,34,40.01588879667005,0,0
11,2,29,34.009552347039346,2,0
12,2,11,49.82069777235547,3,0
13,2,3,42.42433097013249,1,1
14,2,34,41.58768460647645,3,1
15,2,8,63.15011683258608,4,0
16,2,3,50.30699403630023,0,0
17,2,20,40.86980263185371,1,0
18,2,22,38.868762820029694,2,0
19,2,18,56.11760850028925,3,0
20,2,25,54.57705112874529,0,0
21,2,24,55.43097731145469,0,0
22,2,32,51.48770312525511,1,0
23,2,33,48.534539856111415,1,0
24,2,33,47.83113462157841,2,0
25,2,15,60.20099420173831,0,0
26,2,11,65.2135696682677,1,1
27,2,8,62.6651600069782,2,1
28,2,7,56.81127424741618,3,0
29,2,14,67.41235418982582,0,0
30,2,23,49.21357204358843,2,0
31,2,29,68.9092519937979,3,0
32,2,22,55.64792887967628,1,0
33,2,29,35.62070925232395,1,1
34,2,30,50.865925408004,4,0
35,2,32,55.62231776832605,1,0
36,2,2,62.1355485058605,2,0
37,2,3,55.11442206145177,3,0
38,2,30,47.19755876923664,1,0
39,2,14,46.22701305649559,1,0
40,2,6,40.99938823251162,2,0
41,2,12,60.184417272025016,0,1
42,2,31,52.214575128482046,2,0
43,2,12,41.33606220649145,1,0
44,2,12,61.316074282442784,3,0
45,2,14,50.88381911801676,0,0
46,2,20,52.79341808275949,1,0
47,2,33,47.77855883284634,1,0
48,2,24,39.24428405114826,1,0
49,2,23,55.62743266081503,0,0
50,2,16,52.11085041067314,0,0
51,2,8,52.56471947112568,0,0
52,2,22,58.04154139824759,2,0
53,2,26,41.84821981971099,2,1
54,2,4,42.98671593457868,2,0
55,2,28,56.94726368753892,0,0
56,2,9,48.923939949146025,1,0
57,2,4,53.24952785623461,4,1
58,2,24,59.43674360672693,2,0
59,2,19,40.92156929424819,1,0
60,2,35,64.73612128109096,2,0
61,2,2,59.67853671474107,1,0
62,2,12,52.31686527942088,1,0
63,2,23,42.14884813360959,3,0
64,2,16,57.67142871829412,2,1
65,2,22,53.84953139175501,0,0
66,2,4,44.63541906990595,2,0
67,2,30,43.72582099765997,1,0
68,2,25,43.13088520482335,2,0
69,2,20,52.10532367445739,3,0
70,2,13,61.249227165364736,1,0
71,2,10,54.6717724203749,0,0
72,2,8,54.1339364704355,1,0
73,2,10,63.67729966716833,2,0
74,2,5,55.79490197802328,1,0
75,2,15,45.7207166841776,1,0
76,2,9,63.27594882706818,2,0
77,2,3,38.11751248990448,1,1
78,2,11,54.02148279196789,1,0
79,2,33,47.32681320249523,2,0
80,2,4,61.50839963929546,1,0
81,2,8,49.88053995211686,3,0
82,2,6,50.45190124515671,2,0
83,2,22,47.3707039733027,2,0
84,2,16,39.15194613781054,1,0
85,2,8,37.02476213878117,2,0
86,2,5,58.52253521616304,1,0
87,2,22,57.7127686279702,0,0
88,2,33,52.84341864594349,0,0
89,2,33,71.32587164335943,1,0
90,2,2,52.29749123365144,1,0
91,2,4,57.26471297485341,1,1
92,2,15,52.25463486838052,4,0
93,2,9,50.80888277447086,1,0
94,2,35,51.82544925895303,2,0
95,2,31,51.52704802684637,3,0
96,2,6,48.6262967736568,0,0
97,2,25,43.66149387171125,1,0
98,2,32,56.860156859967,3,0
99,2,2,52.73640755459687,1,0
100,2,19,47.099197746770464,3,0
101,2,9,46.78733054868579,0,0
102,2,7,48.49458545167017,4,0
103,2,35,52.9633297790039,1,0
104,2,22,49.73862473184001,3,0
105,2,13,43.22817645900457,0,0
106,2,21,50.62122477887116,1,0
107,2,26,48.11874721716199,0,1
108,2,18,33.17842408364227,1,1
109,2,13,48.04043391900263,0,0
110,2,9,50.01756251282795,2,1
111,2,34,48.56194128015807,1,0
112,2,17,51.85603319252613,0,0
113,2,1,45.572657037230535,1,0
114,2,23,48.67742758950313,0,0
115,2,5,53.07744244691927,1,0
116,2,11,46.71288086745129,2,0
117,2,10,61.15625499605156,0,0
118,2,28,52.992148452964834,2,0
119,2,4,53.56587186337083,3,1
120,2,21,51.01544825274342,0,0
121,2,32,43.063867308657,3,0
122,2,18,46.8417899635547,1,0
123,2,22,41.34961861218516,2,0
124,2,21,58.48378790687797,3,0
125,2,21,46.93538049144849,3,0
126,2,22,44.97229784825818,2,0
127,2,27,58.87472014484301,2,0
128,2,22,70.00328068357577,1,0
129,2,29,60.20346450484031,0,0
130,2,25,46.62097444007357,1,0
131,2,5,55.42471997301965,2,1
132,2,34,53.68530266520326,2,0
133,2,13,40.395936317800455,3,1
134,2,14,40.00114747615275,0,0
135,2,19,42.74953455017327,2,0
136,2,24,47.934904102290126,1,0
137,2,10,48.73826254184605,2,0
138,2,7,69.31401218769821,0,0
139,2,4,49.23186218136082,0,0
140,2,30,46.60168362452758,2,0
141,2,12,58.22280076769935,4,0
142,2,33,50.93855451325841,5,0
143,2,27,50.62601993293373,5,0
144,2,10,52.72708997528963,2,0
145,2,5,37.45248507549719,1,1
146,2,10,52.85102498334622,1,1
147,2,35,54.255773871627866,3,0
148,2,31,51.170043928247,0,0
149,2,30,58.1036568989252,0,0
150,2,28,43.04599524838274,2,1
151,2,20,36.10785012393507,2,0
152,2,27,57.49475117673947,0,0
153,2,20,49.3493795430543,0,1
154,2,21,50.72360566824637,1,1
155,2,18,46.767901800598985,0,0
156,2,24,41.44248010341514,2,0
157,2,4,43.01225857808439,1,0
158,2,33,43.473425448172826,2,0
159,2,17,52.09343879878377,1,1
160,2,10,55.09247843326134,1,0
161,2,22,58.83147872868956,2,0
162,2,35,46.43228656700372,0,0
163,2,22,45.206463946797975,0,0
164,2,15,49.26550984867565,2,0
165,2,3,39.09447353042675,3,0
166,2,25,45.093162817688665,1,0
167,2,8,49.95775780644017,2,0
168,2,9,57.72312171336347,1,0
169,2,12,50.06542833434689,0,0
170,2,3,71.94934316241222,0,0
171,2,32,53.0624552736427,1,0
172,2,6,54.32094165123716,2,0
173,2,30,47.26025546635043,1,1
174,2,31,44.70463697587342,1,0
175,2,20,54.50836752549888,1,0
176,2,28,53.76779631076954,2,0
177,2,9,54.03354335642737,1,1
178,2,28,38.60834232991167,0,0
179,2,33,52.89250410751991,1,0
180,2,18,57.708728804958845,2,0
181,2,15,61.65647965351275,1,0
182,2,34,61.157393154624174,0,0
183,2,9,42.62895489540172,2,0
184,2,3,52.611036636371296,1,0
185,2,14,67.11143199246628,2,0
186,2,15,54.878549255428105,2,0
187,2,14,49.66993876305166,2,1
188,2,14,48.57879310932355,1,1
189,2,22,51.468809789953696,3,0
190,2,20,51.91092449638851,2,0
191,2,14,52.83452665306869,1,0
192,2,17,36.51839958383106,1,0
193,2,30,49.22986045192895,1,1
194,2,2,59.202460735788605,1,0
195,2,29,65.2849069806554,2,0
196,2,21,45.72969620971709,2,0
197,2,9,51.888507131757024,4,0
198,2,12,50.993411027853895,0,0
199,2,29,58.60406384409207,0,1
0,3,20,57.03927173977536,1,0
1,3,12,61.99726940686854,3,0
2,3,1,47.41115652056634,1,0
3,3,6,40.009896623013766,0,0
4,3,1,41.08037911426848,2,0
5,3,13,31.65483052526606,2,1
6,3,20,49.92632738360109,3,1
7,3,9,46.38274875527533,2,0
8,3,13,50.051689262739465,2,0
9,3,19,53.30507390143977,3,0
10,3,26,53.55894131726044,1,0
11,3,18,47.481817078744655,0,0
12,3,20,50.75829620400643,2,0
13,3,10,59.263064849051446,2,0
14,3,9,60.02509307130596,1,1
15,3,3,54.69699332161459,1,0
16,3,12,51.37169990848855,1,0
17,3,31,37.34520763601888,2,0
18,3,18,46.490953503791445,3,0
19,3,3,51.05555947449308,3,0
20,3,33,63.576636005866526,0,0
21,3,1,77.09724120158724,1,0
22,3,18,41.09865265463178,0,0
23,3,5,62.10653127348513,3,0
24,3,5,43.48201834140089,0,0
25,3,27,53.18140684448223,0,0
26,3,15,43.63101580209545,2,0
27,3,6,52.11203670418206,3,1
28,3,17,39.832990783452,1,0
29,3,34,43.38586024872156,0,0
30,3,23,37.99153812677809,1,0
31,3,21,48.058609602127824,2,0
32,3,24,48.22478548653476,2,0
33,3,24,56.91851319746344,1,0
34,3,28,56.04048911151172,1,0
35,3,34,58.4861819973649,3,0
36,3,28,53.69086339714006,1,1
37,3,19,49.24161949660722,1,0
38,3,6,38.21574025434495,1,1
39,3,15,62.49537200571193,3,1
40,3,27,61.95165007990622,3,0
41,3,17,49.70481739533207,1,0
42,3,3,57.148453778246896,2,0
43,3,29,28.87689092268576,0,1
44,3,10,49.12031596917781,2,0
45,3,30,46.423375365586864,0,1
46,3,8,62.07412888774991,0,0
47,3,8,40.883487572990525,5,0
48,3,14,39.27786688619747,0,0
49,3,3,39.33953277606325,3,0
50,3,16,46.672665193931735,2,0
51,3,26,55.08928037020833,1,0
52,3,3,59.03579873545399,1,0
53,3,30,50.84939088981757,3,0
54,3,17,57.82355027962139,3,0
55,3,28,55.648681576129874,1,0
56,3,30,43.154996146649104,2,0
57,3,18,52.922145562740425,2,0
58,3,31,56.882451530584845,4,0
59,3,29,47.47497060401948,2,0
60,3,34,60.61937228271019,3,1
61,3,17,47.0902369841623,2,0
62,3,10,49.08433518583739,1,0
63,3,11,47.53131131194863,3,1
64,3,12,32.99828577701919,2,0
65,3,35,52.15862666696692,1,0
66,3,18,35.08228599751671,3,0
67,3,23,63.10897387512361,1,0
68,3,7,55.37734945177676,1,0
69,3,1,47.70001748022605,2,0
70,3,10,44.99344653481936,1,1
71,3,2,53.21085369237241,0,0
72,3,10,57.67225079097922,2,0
73,3,26,50.19591767625279,2,0
74,3,28,50.49843900248287,1,0
75,3,33,53.93787811356184,1,0
76,3,12,53.718086729892136,1,1
77,3,33,52.80710161484814,1,0
78,3,4,54.78315933182952,3,0
79,3,4,56.930247037738965,6,0
80,3,26,49.398428957408505,3,0
81,3,4,49.85827922595013,2,0
82,3,24,54.808355810195614,0,0
83,3,26,66.3601314399023,0,0
84,3,11,51.594094036751954,2,1
85,3,5,48.04902507376547,4,0
86,3,3,50.79400669157709,1,1
87,3,11,42.542861361481336,2,1
88,3,16,52.16452215272407,3,0
89,3,18,70.62666423329307,1,0
90,3,26,45.82054738196109,4,1
91,3,30,62.93567069349363,1,0
92,3,17,54.25724759793628,2,0
93,3,28,42.77493918386646,2,0
94,3,2,63.50115445646126,1,0
95,3,13,52.92876447724618,0,1
96,3,27,52.3423996336773,2,0
97,3,30,57.32024155017855,3,0
98,3,29,36.63916945830532,1,0
99,3,20,59.54077870639447,0,0
100,3,11,45.96822080954418,1,0
101,3,29,58.36870495631747,2,0
102,3,12,45.959126080909655,4,1
103,3,20,60.06305782541581,1,0
104,3,19,48.95920636990444,2,1
105,3,1,53.090842524002966,3,0
106,3,24,60.86803440360942,2,0
107,3,5,48.55698007215742,2,0
108,3,6,46.54789276882936,1,0
109,3,4,44.21443590945364,2,1
110,3,5,57.12886890830834,2,0
111,3,16,63.574785614506624,2,0
112,3,31,53.46605787089022,1,0
113,3,17,38.40623965591832,1,0
114,3,21,64.05367960049435,1,1
115,3,24,54.89451346781808,0,0
116,3,6,54.24056607353121,2,1
117,3,29,56.38194471273116,0,0
118,3,20,60.86565637555126,3,0
119,3,32,59.90048097763812,2,0
120,3,35,51.91768806886711,1,0
121,3,33,56.038361357139046,1,0
122,3,27,44.10439195220047,3,1
123,3,25,52.014351348103496,0,0
124,3,23,60.13990199390911,1,0
125,3,3,47.91251828621002,3,0
126,3,33,38.19011813681344,1,0
127,3,33,55.66922249184537,3,0
128,3,19,48.31732013433802,1,1
129,3,20,54.093997744649016,2,0
130,3,29,50.045881025651546,1,1
131,3,26,48.17570401717636,2,0
132,3,28,64.50878379722222,2,0
133,3,3,47.493113499853735,1,0
134,3,24,54.05813863519155,1,0
135,3,20,52.95475469629,1,0
136,3,20,53.31697207359991,2,0
137,3,9,45.392803378271125,2,0
138,3,2,50.680717158799375,3,0
139,3,4,54.61434759460231,3,0
140,3,32,45.48487143268655,3,0
141,3,9,51.27257668577904,2,0
142,3,20,57.09710147370278,1,1
143,3,33,43.37221096201962,1,0
144,3,11,66.04011317765624,2,1
145,3,10,49.99357350226457,2,0
146,3,3,63.73616330385301,2,0
147,3,9,57.85071602548487,1,0
148,3,28,60.39463768991803,3,0
149,3,15,50.503384072915374,0,1
150,3,22,56.12467213232826,1,0
151,3,24,63.142993703595295,1,0
152,3,14,52.17033127830217,1,0
153,3,10,51.17009942138224,4,1
154,3,1,43.718795787537616,2,0
155,3,24,45.796715760168354,4,0
156,3,16,60.9190139143219,1,1
157,3,23,35.27787296977617,4,0
158,3,23,56.84410117073799,1,0
159,3,21,45.05050790811124,3,0
160,3,17,64.97793733215723,1,0
161,3,34,47.75666522225576,2,0
162,3,19,61.99068237369085,3,1
163,3,3,46.08059179769392,2,0
164,3,13,55.02256938274468,1,0
165,3,29,59.79416111630264,3,0
166,3,3,52.70590395968023,1,1
167,3,25,40.81126868293165,3,0
168,3,16,62.35598460816846,3,0
169,3,14,53.45616738094046,2,0
170,3,11,50.92332269403747,2,0
171,3,22,46.814435735267125,1,0
172,3,15,53.93231439555864,0,0
173,3,15,47.92206021123614,2,0
174,3,3,42.36560909651399,0,0
175,3,11,40.63272994249921,2,0
176,3,9,54.54827189171847,0,0
177,3,32,64.5040741280319,1,0
178,3,29,65.02430005642479,1,0
179,3,16,43.59087769617942,4,0
180,3,12,66.87445079786488,1,0
181,3,2,50.65563283686101,3,0
182,3,2,51.07383041918836,2,0
183,3,3,43.74602010160928,3,0
184,3,13,60.7151604243371,0,0
185,3,15,56.373317873819,2,0
186,3,20,44.33156252739033,0,0
187,3,6,36.69899446661937,3,1
188,3,6,41.53742030369956,2,0
189,3,18,49.81948172718418,2,0
190,3,27,58.45430943989585,3,0
191,3,35,57.299750352108816,0,0
192,3,11,44.14612336162791,0,0
193,3,35,61.30688404755151,2,0
194,3,4,66.55017426607536,1,0
195,3,24,48.46285187843198,1,0
196,3,5,61.34766115878301,2,0
197,3,18,56.794525156465824,2,1
198,3,5,53.65958339968613,1,0
199,3,1,48.5091448516015,2,0
0,4,22,42.633409808968345,1,0
1,4,33,71.09026920636789,5,0
2,4,30,54.91653922698812,2,0
3,4,22,60.95218698895031,1,0
4,4,17,60.65257014944852,2,1
5,4,27,55.2901334730552,2,1
6,4,20,58.70613387240677,4,0
7,4,12,45.02847501873127,3,0
8,4,7,47.92318185184614,1,0
9,4,15,47.56105236947608,0,1
10,4,8,39.58229387135991,2,0
11,4,10,49.49747450928391,1,0
12,4,32,54.79437847993651,0,1
13,4,23,55.49383871267033,0,0
14,4,11,64.01622780944572,0,0
15,4,24,55.457499259443416,1,0
16,4,17,55.70439767930517,2,0
17,4,22,52.89872045179648,5,0
18,4,13,43.72511862150383,2,0
19,4,19,49.20492561126903,1,0
20,4,16,48.99070117162009,1,0
21,4,17,37.485659822115096,3,1
22,4,4,46.17383941061308,0,1
23,4,30,60.89565295644303,2,1
24,4,32,44.36109765549984,2,0
25,4,31,54.96433141611094,3,0
26,4,21,50.31481670347047,1,1
27,4,20,57.51135348114988,1,0
28,4,1,47.48362393223304,2,0
29,4,8,51.10635945857419,3,1
30,4,16,64.17693477257897,3,0
31,4,18,58.05796362946725,0,0
32,4,21,54.25135475233081,1,0
33,4,31,49.9401826286811,0,0
34,4,30,36.527096484011295,1,0
35,4,34,66.99757319808887,1,0
36,4,14,54.99879052836511,1,0
37,4,31,57.08371619717394,2,0
38,4,23,51.610877922751776,2,0
39,4,35,58.26374120480647,1,0
40,4,2,57.24323418744798,1,0
41,4,28,54.76676197608549,4,0
42,4,13,60.20837434023836,2,0
43,4,28,64.98136540600785,1,0
44,4,12,49.45252921375707,1,0
45,4,16,43.96244205893707,2,0
46,4,34,42.69107883136747,0,0
47,4,3,60.03046849847255,1,0
48,4,12,50.04030242802744,3,0
49,4,1,57.80271091292468,3,1
50,4,22,52.74768204814613,0,0
51,4,15,42.78208632786942,1,0
52,4,5,49.911537665063655,1,0
53,4,21,52.15240622252422,4,0
54,4,8,56.93372987204146,0,0
55,4,29,57.25093582021004,2,0
56,4,30,50.29031160729963,4,0
57,4,30,57.0188051178918,2,0
58,4,31,54.2360036080648,1,0
59,4,1,50.78692893171792,0,0
60,4,21,51.17335735076043,2,0
61,4,26,54.3731302743797,0,0
62,4,14,54.2633491340022,0,0
63,4,15,59.88383377458314,2,0
64,4,35,52.063939095763786,2,0
65,4,18,47.1291829516989,3,0
66,4,15,58.08172935671378,1,0
67,4,35,54.45578368774748,3,0
68,4,1,65.96838793116444,2,0
69,4,4,50.34609149392778,1,1
70,4,4,43.60112222256322,2,0
71,4,31,50.86195827644928,3,1
72,4,16,64.9156344981384,2,0
73,4,23,48.707296517013766,3,0
74,4,23,30.4521176635858,1,0
75,4,10,53.3639441034082,2,0
76,4,11,61.21933166937606,1,0
77,4,32,61.87780913739957,4,0
78,4,3,34.49796133251878,1,0
79,4,5,42.266146132136754,1,0
80,4,28,54.69443513982123,3,0
81,4,25,44.75927593340093,2,0
82,4,11,44.571703419904026,1,0
83,4,18,46.04050117166908,0,0
84,4,18,56.67108384001315,3,0
85,4,13,58.57509259961245,1,0
86,4,27,45.0439503809265,3,0
87,4,17,60.675422265850464,1,0
88,4,8,37.3163118366579,1,0
89,4,10,48.31981618001316,4,0
90,4,19,47.99148798468102,2,0
91,4,2,48.128436720852655,2,0
92,4,19,45.63403151442576,1,1
93,4,9,58.06596953347975,1,0
94,4,15,57.33213827518328,2,0
95,4,22,60.983972362664005,1,0
96,4,9,60.34363096087016,2,0
97,4,10,67.8369616137287,1,0
98,4,16,52.23136030872765,1,0
99,4,21,53.4944971661232,1,0
100,4,31,46.27043521045255,1,0
101,4,7,27.28449820047945,2,0
102,4,11,49.57515305615431,3,0
103,4,30,60.3577881171771,1,0
104,4,10,44.79887408318284,2,0
105,4,16,59.25996119469988,1,0
106,4,27,46.42519227099709,2,0
107,4,9,63.19695124237334,4,0
108,4,24,71.55181826634518,3,0
109,4,24,52.18193584078181,2,0
110,4,34,51.81758610082829,0,0
111,4,22,59.3753612386934,4,0
112,4,18,40.88995580579798,1,1
113,4,21,57.25707591636215,2,0
114,4,16,52.532851030968935,3,0
115,4,33,27.697508191678857,0,0
116,4,28,62.56158967357283,3,0
117,4,22,54.27437197798235,2,0
118,4,1,48.17812875132396,0,1
119,4,24,50.89568900862339,1,0
120,4,20,63.41572308870551,1,0
121,4,29,55.90418784881367,3,0
122,4,5,67.05639433094466,4,0
123,4,13,58.82305438876098,2,0
124,4,22,47.2851950450681,2,0
125,4,13,47.42570239012473,1,0
126,4,12,47.19438378370962,0,0
127,4,11,52.84191753910262,0,0
128,4,6,46.49832454484024,5,0
129,4,4,44.56486034320517,1,0
130,4,24,49.08032592543448,4,0
131,4,23,60.16860583076477,2,0
132,4,25,51.748916775125714,1,0
133,4,17,49.245165297146265,0,0
134,4,29,52.10929322388411,1,0
135,4,23,61.68316724187106,2,0
136,4,10,72.75666202066006,2,0
137,4,34,48.86174129789869,0,0
138,4,26,47.045519804064526,0,0
139,4,27,51.10936752438826,1,0
140,4,29,52.60821709124498,2,1
141,4,26,52.59467516539336,2,0
142,4,2,61.96128329376186,3,1
143,4,23,56.66804399957474,1,0
144,4,24,56.68780311600037,3,0
145,4,30,32.94203131824252,0,1
146,4,21,37.74898511365569,1,0
147,4,18,60.16199195129049,3,0
148,4,31,56.60674926903864,2,0
149,4,6,56.54564604710378,2,0
150,4,31,71.37947776357505,1,0
151,4,22,60.31229697823914,0,0
152,4,32,54.45686955602656,2,0
153,4,10,63.05771165071816,1,0
154,4,13,46.56857909596084,1,0
155,4,8,48.2263875500889,3,1
156,4,7,54.60229423147139,1,1
157,4,8,42.50619648899256,1,0
158,4,17,58.36135300298255,1,0
159,4,6,59.15993135691266,2,0
160,4,14,60.961574613482405,0,0
161,4,27,43.56051519017569,3,0
162,4,34,57.43213039913688,0,0
163,4,5,53.65563552203919,0,0
164,4,18,57.2919966028949,2,0
165,4,11,68.68123232048184,3,0
166,4,24,40.981634476577526,1,0
167,4,18,39.58292480020239,2,0
168,4,28,55.91779087499806,0,0
169,4,34,55.45602100013485,3,0
170,4,22,56.38759298286304,1,0
171,4,22,46.57282036165081,3,0
172,4,23,32.183477145534674,2,0
173,4,23,49.02879126544998,1,0
